"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 24 22:46:14 GMT 2023","Fri Mar 24 22:46:19 GMT 2023","5185","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenToLongWalletAddress_thenInfoToast","whenToLongWalletAddress_thenInfoToast(TestData)","For too long address system should inform user about wrong action"
"passed","Fri Mar 24 22:47:15 GMT 2023","Fri Mar 24 22:47:20 GMT 2023","4823","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenOpenWalletPage_thenTitleShouldBeDisplay","whenOpenWalletPage_thenTitleShouldBeDisplay(TestProperty)","When user open wallet's provider page, app title should be display"
"passed","Fri Mar 24 22:46:30 GMT 2023","Fri Mar 24 22:46:34 GMT 2023","4303","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenInvalidAddress_thenUrlPathMaintain","whenInvalidAddress_thenUrlPathMaintain(TestData, WebDriver)","System navigate to /balance and if error occurred then should get back to /wallet path"
"passed","Fri Mar 24 22:46:24 GMT 2023","Fri Mar 24 22:46:30 GMT 2023","5322","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenInvalidWalletAddress_thenInfoToast","whenInvalidWalletAddress_thenInfoToast(TestData)","For invalid address system should inform user about wrong action"
"passed","Fri Mar 24 22:46:45 GMT 2023","Fri Mar 24 22:46:49 GMT 2023","4796","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenToShortWalletAddress_thenInfoToast","whenToShortWalletAddress_thenInfoToast(TestData)","For too short address system should inform user about wrong action"
"passed","Fri Mar 24 22:47:32 GMT 2023","Fri Mar 24 22:47:37 GMT 2023","5370","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenWalletAddressCorrectAndPressEnterKey_thenBalancePageShouldBeOpen","whenWalletAddressCorrectAndPressEnterKey_thenBalancePageShouldBeOpen()","When user hit send key with valid ETH wallet address, balance page should be open"
"passed","Fri Mar 24 22:47:20 GMT 2023","Fri Mar 24 22:47:27 GMT 2023","7390","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenSendWalletAddress_thenShouldBeSavedInTheSessionStorage","whenSendWalletAddress_thenShouldBeSavedInTheSessionStorage(WebDriver)","Wallet address should be saved in browser session storage"
"passed","Fri Mar 24 22:45:57 GMT 2023","Fri Mar 24 22:46:05 GMT 2023","8361","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenWalletAddressIllegalChar_thenInfoToast","whenWalletAddressIllegalChar_thenInfoToast(TestData)","For wallet address with illegal char system should inform user about wrong action"
"passed","Fri Mar 24 22:46:50 GMT 2023","Fri Mar 24 22:46:55 GMT 2023","5441","","pl.kargolek.tests.HomePageTest","","pl.kargolek.tests.HomePageTest","whenOpenAppBaseURL_thenRedirectToWalletPath","whenOpenAppBaseURL_thenRedirectToWalletPath(WebDriver, InitPages)","Opening main URL app runs routing to /wallet path"
"passed","Fri Mar 24 22:47:10 GMT 2023","Fri Mar 24 22:47:15 GMT 2023","4859","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenOpenWalletPage_thenTokenHandleDescriptionShouldDisplayed","whenOpenWalletPage_thenTokenHandleDescriptionShouldDisplayed()","Handled tokens names should be provided below input wallet addresses field"
"passed","Fri Mar 24 22:46:40 GMT 2023","Fri Mar 24 22:46:45 GMT 2023","4697","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenIncorrectWalletsSyntax_thenInfoToast","whenIncorrectWalletsSyntax_thenInfoToast(TestData)","For incorrect wallets syntax '%s,%s' system should inform user about wrong action"
"passed","Fri Mar 24 22:46:34 GMT 2023","Fri Mar 24 22:46:40 GMT 2023","5798","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenNoEthPolygonPrice_thenSystemError","whenNoEthPolygonPrice_thenSystemError(TestData, TestDataSql, WebDriver)","For case of crypto price is not available"
"passed","Fri Mar 24 22:46:19 GMT 2023","Fri Mar 24 22:46:24 GMT 2023","5302","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenBlankWallet_thenInfoToast","whenBlankWallet_thenInfoToast()","For blank address system should inform user about wrong action"
"passed","Fri Mar 24 22:46:55 GMT 2023","Fri Mar 24 22:46:59 GMT 2023","4298","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenOpenWalletPage_thenInputPlaceholderShouldBeVisible","whenOpenWalletPage_thenInputPlaceholderShouldBeVisible()","User can see placeholder in input field that inform what data should be typed"
"passed","Fri Mar 24 22:47:27 GMT 2023","Fri Mar 24 22:47:32 GMT 2023","4870","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenOpenWalletPage_thenNavbarShouldBeDisplay","whenOpenWalletPage_thenNavbarShouldBeDisplay()","Navbar is enable in the wallets page"
"passed","Fri Mar 24 22:46:59 GMT 2023","Fri Mar 24 22:47:04 GMT 2023","4776","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenOpenWalletPage_thenPriceBannerShouldBeAvailable","whenOpenWalletPage_thenPriceBannerShouldBeAvailable()","Price banner component should be attached to /wallet page"
"passed","Fri Mar 24 22:47:04 GMT 2023","Fri Mar 24 22:47:10 GMT 2023","5969","","pl.kargolek.tests.InputWalletsUITests","","pl.kargolek.tests.InputWalletsUITests","whenWalletAddressCorrectAndPressSend_thenBalancePageShouldBeOpen","whenWalletAddressCorrectAndPressSend_thenBalancePageShouldBeOpen()","When user hit send button with valid ETH wallet address, balance page should be open"
"passed","Fri Mar 24 22:46:05 GMT 2023","Fri Mar 24 22:46:14 GMT 2023","8492","","pl.kargolek.tests.WalletProviderErrorHandlerTest","","pl.kargolek.tests.WalletProviderErrorHandlerTest","whenNoEthPrice_thenSystemError","whenNoEthPrice_thenSystemError(TestData, TestDataSql, WebDriver)","For case of crypto price is not available"
